"service_id","date","exception_type"
573,20210927,1
573,20210928,1
573,20210929,1
573,20210916,1
573,20210923,1
573,20210930,1
573,20210917,1
573,20210924,1
573,20211001,1
574,20210927,1
574,20211004,1
574,20211011,1
574,20210928,1
574,20211005,1
574,20210929,1
574,20211006,1
574,20210916,1
574,20210930,1
574,20211007,1
574,20210917,1
574,20210924,1
574,20211001,1
574,20211008,1
574,20210918,1
574,20210925,1
574,20211002,1
574,20211009,1
574,20210919,1
574,20210926,1
574,20211003,1
574,20211010,1
575,20210927,1
575,20211004,1
575,20211011,1
575,20210928,1
575,20211005,1
575,20210929,1
575,20211006,1
575,20210916,1
575,20210930,1
575,20211007,1
575,20210919,1
575,20210926,1
575,20211003,1
575,20211010,1
576,20210927,1
576,20211004,1
576,20210928,1
576,20211005,1
576,20210929,1
576,20211006,1
576,20210930,1
576,20211007,1
576,20210919,1
576,20210926,1
576,20211003,1
576,20211010,1
577,20210921,1
577,20210922,1
577,20210923,1
578,20210927,1
578,20211004,1
578,20210928,1
578,20211005,1
578,20210929,1
578,20211006,1
578,20210930,1
578,20211007,1
578,20210917,1
578,20210924,1
578,20211001,1
578,20211008,1
578,20210918,1
578,20210925,1
578,20211002,1
578,20211009,1
578,20210919,1
578,20210926,1
578,20211003,1
578,20211010,1
579,20210927,1
579,20211004,1
579,20210928,1
579,20211005,1
579,20210929,1
579,20211006,1
579,20210930,1
579,20211007,1
579,20210917,1
579,20210924,1
579,20211001,1
579,20211008,1
579,20210919,1
579,20210926,1
579,20211003,1
579,20211010,1
580,20210927,1
580,20210928,1
580,20210922,1
580,20210929,1
580,20210923,1
580,20210930,1
581,20210927,2
581,20211011,2
581,20210928,2
581,20210922,2
581,20210929,2
581,20210916,2
581,20210923,2
581,20210930,2
582,20210926,1
583,20211011,2
584,20211011,2
584,20210918,2
584,20210925,2
584,20211002,2
584,20211009,2
585,20211011,2
585,20210918,1
585,20210925,1
585,20211002,1
585,20211009,1
586,20210926,1
587,20210918,1
587,20210925,1
587,20211002,1
587,20211009,1
588,20210923,1
589,20211011,2
589,20210923,2
590,20210927,2
590,20211011,2
590,20210928,2
590,20210929,2
590,20210930,2
591,20210927,2
591,20211011,2
591,20210928,2
591,20210929,2
591,20210930,2
592,20210927,2
592,20211011,2
592,20210928,2
592,20210929,2
592,20210916,2
592,20210930,2
592,20210919,2
593,20210924,2
594,20211011,2
594,20211211,2
595,20210920,1
595,20211004,1
595,20210921,1
595,20211005,1
595,20210922,1
595,20211006,1
595,20210916,1
595,20210923,1
595,20211007,1
595,20210919,1
595,20210926,1
595,20211003,1
595,20211010,1
596,20210927,1
596,20210928,1
596,20210929,1
596,20210930,1
597,20210918,1
597,20210925,1
597,20211002,1
597,20211009,1
598,20210927,2
598,20211011,2
598,20210928,2
598,20210929,2
598,20210930,2
599,20210920,2
599,20210927,2
599,20211004,2
599,20211011,2
599,20210921,2
599,20210928,2
599,20211005,2
599,20210922,2
599,20210929,2
599,20211006,2
599,20210916,2
599,20210923,2
599,20210930,2
599,20211007,2
599,20211211,1
599,20210919,2
599,20210926,2
599,20211003,2
599,20211010,2
600,20210920,2
600,20210927,2
600,20211004,2
600,20211011,2
600,20210921,2
600,20210928,2
600,20211005,2
600,20210922,2
600,20210929,2
600,20211006,2
600,20210916,2
600,20210923,2
600,20210930,2
600,20211007,2
600,20210917,2
600,20210924,2
600,20211001,2
600,20211008,2
600,20211211,1
601,20210918,2
601,20210925,2
601,20211002,2
601,20211009,2
601,20211211,2
601,20210919,2
601,20210926,2
601,20211003,2
601,20211010,2
602,20210920,1
602,20211004,1
602,20210921,1
602,20211005,1
602,20210922,1
602,20211006,1
602,20210916,1
602,20210923,1
602,20211007,1
602,20210917,1
602,20210924,1
602,20211001,1
602,20211008,1
602,20210918,1
602,20210925,1
602,20211002,1
602,20211009,1
602,20210919,1
602,20210926,1
602,20211003,1
602,20211010,1
603,20210920,1
603,20210927,1
603,20211004,1
603,20211011,1
603,20210921,1
603,20210928,1
603,20211005,1
603,20210922,1
603,20210929,1
603,20211006,1
603,20210923,1
603,20210930,1
603,20211007,1
603,20210917,1
603,20210924,1
603,20211001,1
603,20211008,1
604,20211011,2
604,20211018,2
604,20211012,2
604,20211019,2
604,20211013,2
604,20211020,2
604,20211014,2
604,20211021,2
604,20211015,2
604,20211022,2
605,20211011,2
605,20211018,2
605,20211013,2
605,20211020,2
605,20211014,2
605,20211021,2
605,20211015,2
605,20211022,2
606,20211129,2
606,20211206,2
606,20211130,2
606,20211207,2
606,20211201,2
606,20211208,2
606,20211125,2
606,20211202,2
606,20211209,2
606,20211126,2
606,20211203,2
606,20211210,2
606,20211127,2
606,20211204,2
606,20211211,2
606,20211128,2
606,20211205,2
607,20211127,2
607,20211204,2
607,20211211,2
607,20211128,2
607,20211205,2
608,20211129,2
608,20211206,2
608,20211130,2
608,20211207,2
608,20211201,2
608,20211208,2
608,20211125,2
608,20211202,2
608,20211209,2
608,20211126,2
608,20211203,2
608,20211210,2
609,20210922,2
609,20211006,2
610,20210922,1
610,20210929,1
610,20211006,1
611,20210922,2
611,20210929,2
611,20211006,2
612,20210921,2
613,20211014,2
613,20211015,2
613,20211016,2
613,20211023,2
613,20211017,2
613,20211024,2
614,20211023,1
614,20211024,1
615,20211014,1
615,20211015,1
615,20211016,1
615,20211017,1
616,20211106,1
616,20211113,1
617,20211014,2
617,20211015,2
617,20211022,2
617,20211029,2
617,20211016,2
617,20211023,2
617,20211030,2
617,20211106,2
617,20211113,2
617,20211211,2
618,20211022,1
619,20211023,1
620,20211029,1
620,20211030,1
621,20211014,1
621,20211015,1
621,20211016,1
622,20210920,1
622,20210927,1
622,20211004,1
622,20211011,1
622,20211018,1
622,20210921,1
622,20210928,1
622,20211005,1
622,20211012,1
622,20211019,1
622,20210922,1
622,20210929,1
622,20211006,1
622,20211013,1
622,20211020,1
622,20210916,1
622,20210923,1
622,20210930,1
622,20211007,1
622,20211014,1
622,20211021,1
622,20210917,1
622,20210924,1
622,20211001,1
622,20211008,1
622,20211015,1
622,20211022,1
623,20210918,1
623,20210925,1
623,20211002,1
623,20211009,1
623,20211016,1
623,20211023,1
623,20211031,2
623,20211107,2
623,20211114,2
623,20211121,2
623,20211128,2
623,20211205,2
624,20210920,2
624,20210927,2
624,20211004,2
624,20211011,2
624,20211018,2
624,20210921,2
624,20210928,2
624,20211005,2
624,20211012,2
624,20211019,2
624,20210922,2
624,20210929,2
624,20211006,2
624,20211013,2
624,20211020,2
624,20210916,2
624,20210923,2
624,20210930,2
624,20211007,2
624,20211014,2
624,20211021,2
624,20210917,2
624,20210924,2
624,20211001,2
624,20211008,2
624,20211015,2
624,20211022,2
624,20210918,2
624,20210925,2
624,20211002,2
624,20211009,2
624,20211016,2
624,20211023,2
624,20210919,2
624,20210926,2
624,20211003,2
624,20211010,2
624,20211017,2
624,20211024,2
625,20211004,1
625,20211011,1
625,20211018,1
625,20211025,1
625,20211005,1
625,20211012,1
625,20211019,1
625,20211026,1
625,20211006,1
625,20211013,1
625,20211020,1
625,20211027,1
625,20211007,1
625,20211014,1
625,20211021,1
625,20211028,1
625,20211008,1
625,20211015,1
625,20211022,1
625,20211029,1
626,20210928,1
626,20210929,1
626,20210930,1
627,20210920,1
627,20210927,1
627,20210921,1
627,20210922,1
627,20210916,1
627,20210923,1
627,20210917,1
627,20210924,1
627,20211001,1
628,20210929,1
628,20210930,1
628,20211001,1
629,20211115,1
629,20211122,1
629,20211129,1
629,20211206,1
629,20211116,1
629,20211123,1
629,20211130,1
629,20211207,1
629,20211117,1
629,20211124,1
629,20211201,1
629,20211208,1
629,20211118,1
629,20211125,1
629,20211202,1
629,20211209,1
629,20211119,1
629,20211126,1
629,20211203,1
629,20211210,1
630,20211115,2
630,20211122,2
630,20211129,2
630,20211206,2
630,20211116,2
630,20211123,2
630,20211130,2
630,20211207,2
630,20211117,2
630,20211124,2
630,20211201,2
630,20211208,2
630,20211118,2
630,20211125,2
630,20211202,2
630,20211209,2
630,20211119,2
630,20211126,2
630,20211203,2
630,20211210,2
631,20210930,1
631,20211007,1
631,20211001,1
631,20211008,1
632,20210929,1
632,20210930,1
632,20211007,1
632,20211008,1
633,20211012,1
634,20210921,1
634,20210922,1
635,20210920,1
635,20210921,1
636,20210928,1
636,20210929,1
636,20210930,1
636,20211001,1
637,20211126,2
637,20211203,2
637,20211210,2
637,20211127,2
637,20211204,2
637,20211211,2
638,20211128,2
638,20211205,2
639,20211129,2
639,20211206,2
639,20211130,2
639,20211207,2
639,20211201,2
639,20211208,2
639,20211125,2
639,20211202,2
639,20211209,2
639,20211128,2
639,20211205,2
640,20211129,2
640,20211206,2
640,20211130,2
640,20211207,2
640,20211201,2
640,20211208,2
640,20211125,2
640,20211202,2
640,20211209,2
640,20211126,2
640,20211203,2
640,20211210,2
640,20211127,2
640,20211204,2
640,20211211,2
641,20210921,1
641,20210922,1
641,20210923,1
641,20210924,1
642,20210920,1
642,20210927,1
642,20210921,1
642,20210928,1
642,20210922,1
642,20210929,1
642,20210916,1
642,20210923,1
642,20210930,1
642,20210917,1
642,20210924,1
642,20211001,1
642,20210918,1
642,20210925,1
642,20211002,1
642,20210919,1
642,20210926,1
642,20211003,1
643,20210920,2
643,20210927,2
643,20211004,2
643,20211101,2
643,20210921,2
643,20210928,2
643,20211005,2
643,20211102,2
643,20210922,2
643,20210929,2
643,20211006,2
643,20210916,2
643,20210923,2
643,20210930,2
643,20211007,2
643,20210917,2
643,20210924,2
643,20211001,2
643,20211008,2
644,20211101,1
644,20211111,1
645,20210920,1
645,20210916,1
645,20210917,1
645,20210918,1
645,20210919,1
646,20210920,2
646,20210916,2
646,20210917,2
646,20210918,2
646,20210919,2
647,20210920,2
647,20210921,2
647,20210922,2
647,20210916,2
647,20210923,2
647,20210917,2
647,20210924,2
647,20210918,2
647,20210919,2
648,20210920,2
648,20210927,2
648,20211004,2
648,20210921,2
648,20210928,2
648,20211005,2
648,20210922,2
648,20210929,2
648,20211006,2
648,20210916,2
648,20210923,2
648,20210930,2
648,20211007,2
648,20210917,2
648,20210924,2
648,20211001,2
648,20211008,2
649,20210920,2
649,20210927,2
649,20211004,2
649,20210921,2
649,20210928,2
649,20211005,2
649,20210922,2
649,20210929,2
649,20211006,2
649,20210916,2
649,20210923,2
649,20210930,2
649,20211007,2
649,20210917,2
649,20210924,2
649,20211001,2
649,20211008,2
649,20210918,2
649,20210925,2
649,20211002,2
649,20210919,2
649,20210926,2
649,20211003,2
650,20210920,1
650,20210927,1
650,20211004,1
650,20210921,1
650,20210928,1
650,20211005,1
650,20210922,1
650,20210929,1
650,20211006,1
650,20210916,1
650,20210923,1
650,20210930,1
650,20211007,1
650,20210917,1
650,20210924,1
650,20211001,1
650,20211008,1
650,20210918,1
650,20210925,1
650,20211002,1
650,20210919,1
650,20210926,1
650,20211003,1
651,20210920,1
651,20210927,1
651,20211004,1
651,20210921,1
651,20210928,1
651,20211005,1
651,20210922,1
651,20210929,1
651,20211006,1
651,20210916,1
651,20210923,1
651,20210930,1
651,20211007,1
651,20210917,1
651,20210924,1
651,20211001,1
651,20211008,1
651,20210919,1
651,20210926,1
651,20211003,1
652,20210920,2
652,20210916,2
652,20210917,2
653,20210916,2
653,20210917,2
653,20210918,2
653,20210919,2
654,20210920,2
655,20210920,2
655,20210927,2
655,20211004,2
655,20211011,2
655,20211018,2
655,20211025,2
655,20210921,2
655,20210928,2
655,20211005,2
655,20211012,2
655,20211019,2
655,20211026,2
655,20210922,2
655,20210929,2
655,20211006,2
655,20211013,2
655,20211020,2
655,20211027,2
655,20211104,1
655,20211111,1
655,20211118,1
655,20211125,1
655,20211202,1
655,20211209,1
655,20211105,1
655,20211112,1
655,20211119,1
655,20211126,1
655,20211203,1
655,20211210,1
655,20211106,1
655,20211113,1
655,20211120,1
655,20211127,1
655,20211204,1
655,20211211,1
655,20211107,1
655,20211114,1
655,20211121,1
655,20211128,1
655,20211205,1
656,20211101,2
656,20211108,2
656,20211115,2
656,20211122,2
656,20211129,2
656,20211206,2
656,20211102,2
656,20211109,2
656,20211116,2
656,20211123,2
656,20211130,2
656,20211207,2
656,20211103,2
656,20211110,2
656,20211117,2
656,20211124,2
656,20211201,2
656,20211208,2
656,20211104,2
656,20211111,2
656,20211118,2
656,20211125,2
656,20211202,2
656,20211209,2
656,20211105,2
656,20211112,2
656,20211119,2
656,20211126,2
656,20211203,2
656,20211210,2
656,20211106,2
656,20211113,2
656,20211120,2
656,20211127,2
656,20211204,2
656,20211211,2
657,20210920,2
657,20210927,2
657,20211004,2
657,20211011,2
657,20211018,2
657,20211025,2
657,20210921,2
657,20210928,2
657,20211005,2
657,20211012,2
657,20211019,2
657,20211026,2
657,20210922,2
657,20210929,2
657,20211006,2
657,20211013,2
657,20211020,2
657,20211027,2
657,20211104,1
657,20211111,1
657,20211118,1
657,20211125,1
657,20211202,1
657,20211209,1
657,20211105,1
657,20211112,1
657,20211119,1
657,20211126,1
657,20211203,1
657,20211210,1
657,20211106,1
657,20211113,1
657,20211120,1
657,20211127,1
657,20211204,1
657,20211211,1
658,20211101,2
658,20211108,2
658,20211115,2
658,20211122,2
658,20211129,2
658,20211206,2
658,20211102,2
658,20211109,2
658,20211116,2
658,20211123,2
658,20211130,2
658,20211207,2
658,20211103,2
658,20211110,2
658,20211117,2
658,20211124,2
658,20211201,2
658,20211208,2
658,20211104,2
658,20211111,2
658,20211118,2
658,20211125,2
658,20211202,2
658,20211209,2
658,20211105,2
658,20211112,2
658,20211119,2
658,20211126,2
658,20211203,2
658,20211210,2
658,20211106,2
658,20211113,2
658,20211120,2
658,20211127,2
658,20211204,2
658,20211211,2
658,20211107,2
658,20211114,2
658,20211121,2
658,20211128,2
658,20211205,2
659,20211107,1
659,20211114,1
659,20211121,1
659,20211128,1
659,20211205,1
660,20210922,2
660,20210923,2
661,20210922,1
661,20210923,1
662,20211004,2
662,20211011,2
662,20211018,2
662,20211005,2
662,20211012,2
662,20211019,2
662,20211006,2
662,20211013,2
662,20211020,2
662,20211007,2
662,20211014,2
662,20211021,2
662,20211008,2
662,20211015,2
662,20211022,2
662,20211009,2
662,20211016,2
662,20211010,2
662,20211017,2
663,20210920,2
663,20210927,2
663,20211004,2
663,20211011,2
663,20211018,2
663,20210921,2
663,20210928,2
663,20211005,2
663,20211012,2
663,20211019,2
663,20210922,2
663,20210929,2
663,20211006,2
663,20211013,2
663,20211020,2
663,20210916,2
663,20210923,2
663,20210930,2
663,20211007,2
663,20211014,2
663,20211021,2
663,20210917,2
663,20210924,2
663,20211001,2
663,20211008,2
663,20211015,2
663,20211022,2
663,20210918,2
663,20210925,2
663,20211002,2
663,20211009,2
663,20211016,2
663,20210919,2
663,20210926,2
663,20211003,2
663,20211010,2
663,20211017,2
664,20211004,2
664,20211011,2
664,20211018,2
664,20211005,2
664,20211012,2
664,20211019,2
664,20211006,2
664,20211013,2
664,20211020,2
664,20211007,2
664,20211014,2
664,20211021,2
664,20211008,2
664,20211015,2
664,20211022,2
665,20210920,1
665,20211025,1
665,20211101,1
665,20211108,1
665,20211115,1
665,20210921,1
665,20211026,1
665,20211102,1
665,20211109,1
665,20211116,1
665,20210929,1
665,20211027,1
665,20211103,1
665,20211110,1
665,20211117,1
665,20211007,2
665,20211014,2
665,20211021,2
665,20211125,2
665,20211202,2
665,20211209,2
665,20211008,2
665,20211015,2
665,20211022,2
665,20211126,2
665,20211203,2
665,20211210,2
665,20211009,2
665,20211016,2
665,20211120,2
665,20211127,2
665,20211204,2
665,20211211,2
665,20211010,2
665,20211017,2
665,20211121,2
665,20211128,2
665,20211205,2
666,20211004,2
666,20211011,2
666,20211018,2
666,20211005,2
666,20211012,2
666,20211019,2
666,20211006,2
666,20211013,2
666,20211020,2
666,20211007,2
666,20211014,2
666,20211021,2
666,20211008,2
666,20211015,2
666,20211022,2
666,20211009,2
666,20211016,2
667,20211004,2
667,20211011,2
667,20211018,2
667,20211005,2
667,20211012,2
667,20211019,2
667,20211006,2
667,20211013,2
667,20211020,2
667,20211007,2
667,20211014,2
667,20211021,2
667,20211008,2
667,20211015,2
667,20211022,2
667,20210918,2
667,20211009,2
667,20211016,2
667,20211010,2
667,20211017,2
668,20211004,2
668,20211011,2
668,20211018,2
668,20211005,2
668,20211012,2
668,20211019,2
668,20210922,2
668,20211006,2
668,20211013,2
668,20211020,2
668,20211007,2
668,20211014,2
668,20211021,2
668,20211008,2
668,20211015,2
668,20211022,2
669,20210927,1
669,20210928,1
670,20211122,1
670,20211129,1
670,20211206,1
670,20211123,1
670,20211130,1
670,20211207,1
670,20211124,1
670,20211201,1
670,20211208,1
670,20211125,1
670,20211202,1
670,20211209,1
670,20211126,1
670,20211203,1
670,20211210,1
670,20211121,1
670,20211128,1
670,20211205,1
671,20211122,1
671,20211129,1
671,20211206,1
671,20211123,1
671,20211130,1
671,20211207,1
671,20211124,1
671,20211201,1
671,20211208,1
671,20211125,1
671,20211202,1
671,20211209,1
671,20211126,1
671,20211203,1
671,20211210,1
671,20211120,1
671,20211127,1
671,20211204,1
671,20211211,1
671,20211121,1
671,20211128,1
671,20211205,1
672,20211004,2
672,20211011,2
672,20211018,2
672,20211122,2
672,20211129,2
672,20211206,2
672,20211005,2
672,20211012,2
672,20211019,2
672,20211123,2
672,20211130,2
672,20211207,2
672,20211006,2
672,20211013,2
672,20211020,2
672,20211124,2
672,20211201,2
672,20211208,2
672,20211007,2
672,20211014,2
672,20211021,2
672,20211125,2
672,20211202,2
672,20211209,2
672,20211008,2
672,20211015,2
672,20211022,2
672,20211126,2
672,20211203,2
672,20211210,2
673,20211122,1
673,20211129,1
673,20211206,1
673,20211123,1
673,20211130,1
673,20211207,1
673,20211124,1
673,20211201,1
673,20211208,1
673,20211125,1
673,20211202,1
673,20211209,1
673,20211126,1
673,20211203,1
673,20211210,1
674,20211004,2
674,20211011,2
674,20211018,2
674,20211122,2
674,20211129,2
674,20211206,2
674,20211005,2
674,20211012,2
674,20211019,2
674,20211123,2
674,20211130,2
674,20211207,2
674,20211006,2
674,20211013,2
674,20211020,2
674,20211124,2
674,20211201,2
674,20211208,2
674,20211007,2
674,20211014,2
674,20211021,2
674,20211125,2
674,20211202,2
674,20211209,2
674,20211008,2
674,20211015,2
674,20211022,2
674,20211126,2
674,20211203,2
674,20211210,2
674,20211009,2
674,20211016,2
674,20211120,2
674,20211127,2
674,20211204,2
674,20211211,2
674,20211010,2
674,20211017,2
674,20211121,2
674,20211128,2
674,20211205,2
675,20211004,2
675,20211011,2
675,20211018,2
675,20211122,2
675,20211129,2
675,20211206,2
675,20211005,2
675,20211012,2
675,20211019,2
675,20211123,2
675,20211130,2
675,20211207,2
675,20211006,2
675,20211013,2
675,20211020,2
675,20211124,2
675,20211201,2
675,20211208,2
675,20211007,2
675,20211014,2
675,20211021,2
675,20211125,2
675,20211202,2
675,20211209,2
675,20211008,2
675,20211015,2
675,20211022,2
675,20211126,2
675,20211203,2
675,20211210,2
675,20211009,2
675,20211016,2
675,20211120,2
675,20211127,2
675,20211204,2
675,20211211,2
676,20211122,1
676,20211129,1
676,20211206,1
676,20211123,1
676,20211130,1
676,20211207,1
676,20211124,1
676,20211201,1
676,20211208,1
676,20211125,1
676,20211202,1
676,20211209,1
676,20211126,1
676,20211203,1
676,20211210,1
676,20211120,1
676,20211127,1
676,20211204,1
676,20211211,1
677,20211117,1
677,20210918,2
677,20210925,2
677,20211023,2
677,20210919,2
677,20210926,2
677,20211024,2
678,20210925,1
678,20211023,1
678,20210926,1
678,20211024,1
679,20210920,1
679,20210921,1
679,20211012,1
679,20211019,1
679,20211026,1
679,20211102,1
679,20210922,1
679,20210923,1
679,20210924,1
679,20211022,1
679,20210925,1
679,20211023,1
679,20211010,1
679,20211017,1
679,20211024,1
680,20211117,1
680,20210918,2
680,20210925,2
680,20210919,2
680,20210926,2
681,20210920,2
681,20210921,2
681,20211005,2
681,20211012,2
681,20211019,2
681,20211026,2
681,20211102,2
681,20210922,2
681,20211006,2
681,20210916,2
681,20210923,2
681,20211007,2
681,20211202,2
681,20210917,2
681,20210924,2
681,20211022,2
681,20210918,2
681,20210925,2
681,20211023,2
681,20211107,1
681,20211114,1
681,20211121,1
681,20211128,1
681,20211205,1
682,20211202,1
683,20211006,1
683,20211007,1
683,20211003,1
684,20210920,2
684,20210921,2
685,20211117,1
685,20210918,2
685,20210919,2
686,20211006,2
686,20211117,2
687,20210920,2
687,20210921,2
687,20210918,2
688,20210920,2
688,20210921,2
688,20210918,2
688,20210919,2
689,20210920,2
689,20210919,2
690,20210920,2
690,20210921,2
690,20211005,2
690,20210916,2
690,20210919,2
691,20210926,1
691,20211031,1
692,20210920,2
692,20210921,2
692,20210919,2
693,20210920,1
693,20210917,1
694,20210920,2
694,20211006,2
694,20211117,2
694,20210917,2
695,20211117,2
696,20210920,1
696,20210921,1
696,20210918,1
697,20210920,1
697,20210921,1
697,20210918,1
697,20210919,1
698,20210920,1
698,20210919,1
699,20211117,2
700,20210920,2
700,20211004,2
700,20211011,2
700,20210921,2
700,20210928,2
700,20210922,2
700,20210929,2
700,20210916,2
700,20210923,2
700,20210917,2
700,20210924,2
700,20211022,2
700,20210918,2
700,20210925,2
700,20211023,2
700,20210919,2
700,20210926,2
700,20211024,2
701,20211004,1
701,20210928,1
701,20210929,1
702,20210916,1
702,20210924,1
702,20211022,1
702,20210918,1
702,20210925,1
702,20211023,1
702,20210919,1
702,20211024,1
703,20210927,1
703,20211117,1
703,20210919,2
704,20211005,2
705,20210920,2
705,20211004,2
705,20210921,2
705,20210922,2
705,20210923,2
706,20210920,2
706,20211004,2
706,20210921,2
706,20210928,2
706,20211005,2
706,20210922,2
706,20210929,2
706,20210923,2
706,20210919,2
707,20210918,1
707,20211023,1
707,20210919,1
707,20211024,1
708,20210918,1
708,20210925,1
708,20211023,1
708,20210919,1
708,20210926,1
708,20211024,1
709,20211004,1
709,20211011,1
709,20211018,1
709,20211025,1
709,20211101,1
709,20211006,1
709,20211013,1
709,20211020,1
709,20211027,1
709,20211103,1
710,20211108,1
710,20211115,1
710,20211122,1
710,20211129,1
710,20211206,1
710,20210921,2
710,20210929,1
710,20211110,1
710,20211124,1
710,20211201,1
710,20211208,1
710,20210916,2
710,20210923,2
710,20211209,2
710,20210917,2
710,20210924,2
711,20211209,1
712,20210917,2
713,20210919,2
714,20210920,2
714,20210921,2
714,20210922,2
714,20210923,2
714,20210924,2
714,20210919,2
715,20211004,1
715,20211005,1
715,20210929,1
715,20211006,1
715,20210930,1
715,20211001,1
716,20211004,2
716,20211005,2
716,20210929,2
716,20211006,2
716,20210930,2
716,20211001,2
716,20210918,2
716,20210919,2
717,20211004,2
717,20211005,2
717,20210929,2
717,20211006,2
717,20210930,2
717,20211001,2
717,20210919,2
718,20210917,2
718,20210919,2
719,20211004,1
719,20211011,1
719,20211005,1
719,20211012,1
719,20210929,1
719,20211006,1
719,20211013,1
719,20210930,1
719,20211007,1
719,20211014,1
719,20211001,1
719,20211008,1
719,20211015,1
719,20211002,1
719,20211009,1
719,20211010,1
720,20211004,2
720,20211011,2
720,20211005,2
720,20211012,2
720,20210929,2
720,20211006,2
720,20211013,2
720,20210930,2
720,20211007,2
720,20211014,2
720,20211001,2
720,20211008,2
720,20211015,2
720,20211002,2
720,20211009,2
720,20211010,2
721,20210928,2
721,20210929,2
722,20210919,2
723,20210929,1
724,20211004,2
724,20211011,2
724,20211005,2
724,20211012,2
724,20210929,2
724,20211006,2
724,20211013,2
724,20210916,2
724,20210930,2
724,20211007,2
724,20211014,2
724,20210917,2
724,20211001,2
724,20211008,2
724,20211015,2
724,20210918,2
724,20211002,2
724,20211009,2
724,20210919,2
724,20211010,2
725,20210916,2
725,20210917,2
725,20210918,2
725,20210919,2
725,20211010,2
726,20210929,2
726,20210916,2
726,20210917,2
726,20210919,2
727,20210927,2
727,20210928,2
727,20210929,2
727,20210916,2
727,20210917,2
727,20210918,2
727,20210919,2
728,20211002,2
729,20211004,1
729,20211005,1
729,20211006,1
729,20211007,1
729,20211008,1
730,20211004,2
730,20211005,2
730,20211006,2
730,20211007,2
730,20211008,2
731,20211002,2
731,20210919,2
732,20211002,2
733,20210920,1
733,20210921,1
733,20210922,1
734,20210925,2
734,20211003,2
735,20210920,2
735,20210921,2
735,20210922,2
735,20210923,2
735,20211002,2
736,20210920,2
736,20210921,2
736,20210922,2
736,20211002,2
737,20211003,2
738,20211002,2
739,20210924,2
739,20211002,2
740,20211003,2
741,20210921,2
741,20210917,2
741,20211002,2
742,20210921,2
742,20210922,2
742,20210923,2
743,20210917,1
743,20210924,1
743,20210926,1
744,20211017,1
745,20211015,1
746,20211024,1
747,20211002,2
748,20211003,2
749,20211002,2
750,20210927,2
750,20210928,2
750,20210929,2
750,20210930,2
751,20210928,1
751,20210929,1
751,20210930,1
751,20211001,1
751,20211002,1
751,20211003,1
752,20210927,1
752,20210928,1
752,20210929,1
752,20210930,1
752,20211001,1
752,20211002,1
755,20210928,2
755,20210929,2
755,20210930,2
755,20211001,2
755,20211002,2
755,20211003,2
756,20210927,2
756,20210928,2
756,20210929,2
756,20210930,2
756,20211001,2
756,20211002,2
757,20211001,2
757,20211002,2
758,20210919,2
758,20210926,2
758,20211003,2
759,20210918,2
759,20210925,2
759,20211002,2
760,20211002,2
760,20211003,2
761,20211002,1
762,20211002,1
763,20210918,2
763,20210925,2
763,20211002,2
763,20210919,2
763,20210926,2
763,20211003,2
764,20210920,1
764,20210927,1
764,20211004,1
764,20210921,1
764,20211005,1
764,20210922,1
764,20211006,1
764,20210916,1
764,20210923,1
764,20211007,1
764,20210917,1
764,20210924,1
764,20211008,1
764,20210918,1
764,20210925,1
764,20210919,1
764,20210926,1
765,20211002,2
766,20211004,1
766,20211005,1
766,20211006,1
766,20210930,1
766,20211007,1
766,20211001,1
766,20211002,1
766,20211003,1
767,20211005,1
767,20211006,1
767,20211007,1
767,20211001,1
767,20211002,1
767,20211003,1
768,20210920,2
768,20211004,2
768,20210921,2
768,20211005,2
768,20210922,2
768,20211006,2
768,20210916,2
768,20210923,2
768,20210930,2
768,20211007,2
768,20211001,2
768,20211002,2
768,20211003,2
769,20210920,2
769,20211004,2
769,20210921,2
769,20210928,2
769,20211005,2
769,20210922,2
769,20210929,2
769,20211006,2
769,20210916,2
769,20210923,2
769,20210930,2
769,20211007,2
769,20211001,2
769,20211002,2
769,20210919,2
769,20211003,2
770,20211005,2
770,20210916,2
770,20210917,2
770,20210918,2
770,20210919,2
771,20211004,1
771,20211005,1
771,20211006,1
771,20211007,1
771,20211001,1
771,20211008,1
772,20211004,2
772,20211005,2
772,20211006,2
772,20211007,2
772,20211001,2
772,20211008,2
773,20210920,2
773,20210921,2
773,20210922,2
773,20210916,2
773,20210923,2
774,20210916,2
774,20210918,2
775,20211129,1
775,20211206,1
775,20211130,1
775,20211207,1
775,20211201,1
775,20211208,1
775,20211125,1
775,20211202,1
775,20211209,1
776,20211127,1
776,20211204,1
776,20211211,1
776,20211128,1
776,20211205,1
777,20211129,1
777,20211206,1
777,20211130,1
777,20211207,1
777,20211201,1
777,20211208,1
777,20211125,1
777,20211202,1
777,20211209,1
777,20211126,1
777,20211203,1
777,20211210,1
777,20211127,1
777,20211204,1
777,20211211,1
778,20211126,1
778,20211203,1
778,20211210,1
778,20211127,1
778,20211204,1
778,20211211,1
779,20211129,1
779,20211206,1
779,20211130,1
779,20211207,1
779,20211201,1
779,20211208,1
779,20211125,1
779,20211202,1
779,20211209,1
779,20211126,1
779,20211203,1
779,20211210,1
779,20211127,1
779,20211204,1
779,20211211,1
779,20211128,1
779,20211205,1
780,20211129,1
780,20211206,1
780,20211130,1
780,20211207,1
780,20211201,1
780,20211208,1
780,20211125,1
780,20211202,1
780,20211209,1
780,20211126,1
